City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Menongue,AO,2022-09-24 03:52:36,-14.6585,17.691,64.69,37,63,3.91,broken clouds
230,Tonj,SS,2022-09-24 03:52:37,7.2737,28.6822,68.23,97,31,1.54,scattered clouds
231,Atbasar,KZ,2022-09-24 03:52:37,51.8,68.3333,72.81,38,9,7.72,clear sky
232,Avera,US,2022-09-24 03:52:37,33.194,-82.5271,55.45,44,0,4.41,clear sky
233,Springfield,US,2022-09-24 03:52:38,37.2153,-93.2982,72.23,64,67,5.01,broken clouds
234,Samarai,PG,2022-09-24 03:52:38,-10.6167,150.6667,82.11,75,82,9.73,broken clouds
235,La Virginia,CO,2022-09-24 03:52:39,4.8997,-75.8825,69.35,94,75,4.61,light intensity drizzle
236,Severo-Kurilsk,RU,2022-09-24 03:52:39,50.6789,156.125,54.3,76,100,4.12,overcast clouds
237,Upernavik,GL,2022-09-24 03:52:39,72.7868,-56.1549,27.54,66,37,7.61,scattered clouds
238,Owase,JP,2022-09-24 03:52:40,34.0667,136.2,83.82,60,6,2.17,clear sky
239,Burnie,AU,2022-09-24 03:52:40,-41.0667,145.9167,49.23,85,100,8.16,light rain
240,Lasa,IT,2022-09-24 03:52:41,46.6166,10.7002,54.48,90,100,2.53,overcast clouds
241,Chapais,CA,2022-09-24 03:52:41,49.7834,-74.8492,38.98,90,12,3.36,few clouds
242,Rio Gallegos,AR,2022-09-24 03:51:15,-51.6226,-69.2181,42.85,61,40,9.22,scattered clouds
243,Poum,NC,2022-09-24 03:52:42,-20.2333,164.0167,77.63,72,9,11.03,clear sky
244,Guasdualito,VE,2022-09-24 03:52:42,7.2424,-70.7324,78.8,100,62,3.44,broken clouds
245,Nkhotakota,MW,2022-09-24 03:52:43,-12.9274,34.2961,71.62,53,48,1.74,scattered clouds
246,Manono,CD,2022-09-24 03:52:43,-7.3,27.4167,75.99,63,94,3.27,overcast clouds
247,Kalinovo,RU,2022-09-24 03:52:44,57.1317,60.1464,51.58,82,99,6.6,overcast clouds
248,Ouesso,CG,2022-09-24 03:52:44,1.6136,16.0517,68.88,98,100,1.72,overcast clouds
249,Rawson,AR,2022-09-24 03:50:53,-43.3002,-65.1023,52.5,62,1,10.25,clear sky
250,Huimilpan,MX,2022-09-24 03:52:45,20.372,-100.2774,52.63,81,34,5.86,scattered clouds
251,Malakal,SS,2022-09-24 03:52:45,9.5334,31.6605,69.42,93,82,1.97,broken clouds
252,Fredericksburg,US,2022-09-24 03:48:05,38.3032,-77.4605,56.57,79,0,0.0,clear sky
253,Mehran,IR,2022-09-24 03:52:46,33.1222,46.1646,86.02,22,0,10.22,clear sky
254,Ashland,US,2022-09-24 03:52:46,40.8167,-82.2665,52.27,84,100,3.58,overcast clouds
255,Sibolga,ID,2022-09-24 03:52:47,1.7427,98.7792,85.03,61,94,3.18,overcast clouds
256,Dikson,RU,2022-09-24 03:52:47,73.5069,80.5464,32.97,74,100,18.34,overcast clouds
257,Shelburne,CA,2022-09-24 03:52:47,44.0787,-80.2041,45.75,84,74,5.46,broken clouds
258,Port Augusta,AU,2022-09-24 03:52:48,-32.5,137.7667,70.12,34,0,3.31,clear sky
259,Mirabela,BR,2022-09-24 03:52:48,-16.2628,-44.1644,68.79,75,61,2.59,broken clouds
260,Yatou,CN,2022-09-24 03:52:49,37.15,122.3833,71.89,47,35,8.23,scattered clouds
261,Calderitas,MX,2022-09-24 03:52:49,18.55,-88.25,80.49,82,100,8.63,overcast clouds
262,Salalah,OM,2022-09-24 03:52:49,17.0151,54.0924,79.2,79,100,3.8,overcast clouds
263,Shestakovo,RU,2022-09-24 03:52:50,56.4915,103.96,40.14,86,100,7.94,light rain
264,Conceicao Do Araguaia,BR,2022-09-24 03:52:50,-8.2578,-49.2647,77.25,68,67,4.18,broken clouds
265,Buzmeyin,TM,2022-09-24 03:52:51,38.0507,58.2056,71.33,30,0,4.61,clear sky
266,Hami,CN,2022-09-24 03:48:33,42.8,93.45,80.42,8,50,8.55,scattered clouds
267,Mana,GF,2022-09-24 03:52:51,5.6592,-53.7767,77.92,82,4,7.43,clear sky
268,Juuru,EE,2022-09-24 03:52:52,59.0597,24.956,42.39,84,95,3.0,overcast clouds
269,Plouzane,FR,2022-09-24 03:52:52,48.3833,-4.6167,55.72,94,40,6.91,scattered clouds
270,College,US,2022-09-24 03:52:53,64.8569,-147.8028,45.59,85,75,4.61,broken clouds
271,Kaputa,ZM,2022-09-24 03:52:53,-8.4689,29.6619,71.31,50,35,6.44,scattered clouds
272,Staffanstorp,SE,2022-09-24 03:52:53,55.6428,13.2064,54.07,84,0,4.61,clear sky
273,Bethel,US,2022-09-24 03:52:54,41.3712,-73.414,50.54,69,0,5.01,clear sky
274,Savelugu,GH,2022-09-24 03:52:54,9.6244,-0.8253,73.4,93,100,4.68,overcast clouds
275,Kirakira,SB,2022-09-24 03:52:55,-10.4544,161.9205,84.47,66,23,5.68,few clouds
276,Chikmagalur,IN,2022-09-24 03:53:55,13.3167,75.7833,72.3,72,56,5.88,broken clouds
277,Port Lincoln,AU,2022-09-24 03:50:58,-34.7333,135.8667,56.75,58,0,13.4,clear sky
278,Hun,LY,2022-09-24 03:53:56,29.1268,15.9477,72.25,77,78,10.29,broken clouds
279,Progreso,MX,2022-09-24 03:52:55,21.2833,-89.6667,78.12,84,9,10.18,clear sky
280,Kurush,RU,2022-09-24 03:53:57,41.2841,47.8345,47.61,74,18,7.05,few clouds
281,Vila,PT,2022-09-24 03:53:57,42.0304,-8.1588,50.88,81,49,6.69,scattered clouds
282,Kostomuksha,RU,2022-09-24 03:53:57,64.571,30.5767,42.85,75,100,4.03,overcast clouds
283,Tasiilaq,GL,2022-09-24 03:51:03,65.6145,-37.6368,39.36,88,100,3.15,light rain
284,Esperance,AU,2022-09-24 03:53:58,-33.8667,121.9,57.79,80,75,21.61,broken clouds
285,Porbandar,IN,2022-09-24 03:53:58,21.6422,69.6093,81.52,69,69,10.94,broken clouds
286,Khani,GE,2022-09-24 03:53:59,41.9563,42.9566,47.77,80,72,1.9,broken clouds
287,Les Cayes,HT,2022-09-24 03:53:59,18.2,-73.75,79.38,82,66,3.0,broken clouds
288,Dwarka,IN,2022-09-24 03:54:00,22.2394,68.9678,82.63,65,69,12.35,broken clouds
289,Vardo,NO,2022-09-24 03:54:00,70.3705,31.1107,46.38,87,40,14.97,scattered clouds
290,Port Elizabeth,ZA,2022-09-24 03:54:01,-33.918,25.5701,59.31,98,100,14.97,light intensity drizzle
291,Quatre Cocos,MU,2022-09-24 03:54:01,-20.2078,57.7625,73.09,68,70,15.41,broken clouds
292,Moba,CN,2022-09-24 03:54:01,33.2288,105.0179,57.61,69,98,4.36,overcast clouds
293,Marsh Harbour,BS,2022-09-24 03:54:02,26.5412,-77.0636,82.87,71,0,5.84,light rain
294,Lorengau,PG,2022-09-24 03:52:15,-2.0226,147.2712,84.22,69,64,8.28,broken clouds
295,Tashla,RU,2022-09-24 03:54:02,51.7716,52.7427,64.78,67,49,10.45,scattered clouds
296,Nanortalik,GL,2022-09-24 03:54:03,60.1432,-45.2371,48.9,98,100,18.25,light rain
297,Upata,VE,2022-09-24 03:54:03,8.0086,-62.3989,75.2,96,100,3.13,overcast clouds
298,Asau,RO,2022-09-24 03:54:04,46.4333,26.4,38.32,87,74,4.03,broken clouds
299,Stephenville,US,2022-09-24 03:54:05,32.2207,-98.2023,81.55,44,40,1.01,scattered clouds
300,Luoyang,CN,2022-09-24 03:51:55,34.6836,112.4536,70.45,23,100,2.68,overcast clouds
301,Chicama,PE,2022-09-24 03:54:05,-7.8447,-79.1469,57.74,84,54,6.46,broken clouds
302,Caravelas,BR,2022-09-24 03:54:06,-17.7125,-39.2481,74.5,92,96,0.83,moderate rain
303,Phalombe,MW,2022-09-24 03:54:06,-15.8064,35.6507,68.74,69,7,1.34,clear sky
304,Kaduy,RU,2022-09-24 03:54:07,59.2,37.15,45.99,82,100,10.71,overcast clouds
305,Tocopilla,CL,2022-09-24 03:51:53,-22.092,-70.1979,57.02,73,14,1.83,few clouds
306,Benidorm,ES,2022-09-24 03:54:07,38.5382,-0.131,76.77,57,86,7.0,overcast clouds
307,Tiarei,PF,2022-09-24 03:54:08,-17.5333,-149.3333,82.0,78,14,19.91,few clouds
308,Damaturu,NG,2022-09-24 03:54:09,11.747,11.9608,74.07,89,100,7.05,overcast clouds
309,Moerai,PF,2022-09-24 03:54:09,-22.4333,-151.3333,70.63,62,19,23.67,few clouds
310,Malatya,TR,2022-09-24 03:54:10,38.5,38.0,48.25,66,40,2.3,scattered clouds
311,Leshukonskoye,RU,2022-09-24 03:54:10,64.8989,45.7622,40.48,93,95,5.64,overcast clouds
312,Wajir,KE,2022-09-24 03:54:10,1.7471,40.0573,73.36,68,0,0.0,clear sky
313,Beringovskiy,RU,2022-09-24 03:54:11,63.05,179.3167,42.1,78,98,24.36,overcast clouds
314,Kaffrine,SN,2022-09-24 03:54:11,14.1059,-15.5508,75.34,96,100,5.93,overcast clouds
315,Tilichiki,RU,2022-09-24 03:54:12,60.4667,166.1,45.73,54,75,13.4,broken clouds
316,Leningradskiy,RU,2022-09-24 03:50:51,69.3833,178.4167,29.61,94,100,18.81,light snow
317,Bozhou,CN,2022-09-24 03:54:13,33.8772,115.7703,72.59,30,100,4.52,overcast clouds
318,Tyukhtet,RU,2022-09-24 03:54:13,56.5389,89.3011,44.96,59,80,9.53,broken clouds
319,Tortosa,ES,2022-09-24 03:53:32,40.8125,0.5216,71.24,79,94,7.2,overcast clouds
320,Banda Aceh,ID,2022-09-24 03:54:14,5.5577,95.3222,83.84,66,100,8.55,overcast clouds
321,Kyzyl,RU,2022-09-24 03:54:14,51.7,94.45,59.72,37,97,10.29,overcast clouds
322,Lohja,FI,2022-09-24 03:55:15,60.2486,24.0653,48.43,80,100,3.38,overcast clouds
323,Gumla,IN,2022-09-24 03:55:15,23.05,84.55,79.88,76,77,2.68,broken clouds
324,Kamaishi,JP,2022-09-24 03:55:16,39.2667,141.8833,73.83,96,100,10.45,moderate rain
325,Tsiroanomandidy,MG,2022-09-24 03:55:16,-18.7667,46.0333,66.67,57,6,4.18,clear sky
326,Cururupu,BR,2022-09-24 03:52:46,-1.8283,-44.8683,73.4,94,0,1.9,clear sky
327,Abay,KZ,2022-09-24 03:55:17,49.6311,72.8539,64.78,42,7,5.32,clear sky
328,Porosozero,RU,2022-09-24 03:55:17,62.7191,32.727,42.57,79,85,3.62,overcast clouds
329,Henties Bay,NA,2022-09-24 03:55:18,-22.116,14.2845,52.23,91,11,3.2,few clouds
330,Diapaga,BF,2022-09-24 03:55:19,12.0708,1.7889,74.66,89,70,5.19,broken clouds
331,Kununurra,AU,2022-09-24 03:55:19,-15.7667,128.7333,100.38,25,90,12.66,overcast clouds
332,Deputatskiy,RU,2022-09-24 03:55:20,69.3,139.9,25.84,90,95,4.0,overcast clouds
333,Kichera,RU,2022-09-24 03:55:20,55.9375,110.0997,42.49,59,38,10.76,scattered clouds
334,Banes,CU,2022-09-24 03:55:21,20.9625,-75.7186,79.9,78,15,7.07,few clouds
335,Lensk,RU,2022-09-24 03:55:21,60.7253,114.9278,36.72,97,100,12.5,light rain
336,Sena Madureira,BR,2022-09-24 03:55:22,-9.0656,-68.6569,71.87,97,100,1.81,overcast clouds
337,Egvekinot,RU,2022-09-24 03:55:22,66.3167,-179.1667,32.68,72,88,13.82,overcast clouds
338,Slave Lake,CA,2022-09-24 03:55:23,55.2834,-114.769,51.78,54,0,5.75,clear sky
339,Opuwo,NA,2022-09-24 03:55:23,-18.0607,13.84,63.5,27,0,1.74,clear sky
340,Paducah,US,2022-09-24 03:55:13,37.0834,-88.6001,67.6,56,0,0.0,clear sky
341,Grand Gaube,MU,2022-09-24 03:55:24,-20.0064,57.6608,73.38,60,67,11.99,broken clouds
342,Kaeo,NZ,2022-09-24 03:55:25,-35.1,173.7833,65.32,71,40,8.97,scattered clouds
343,Roald,NO,2022-09-24 03:55:25,62.5833,6.1333,52.75,93,40,6.91,scattered clouds
344,Suntar,RU,2022-09-24 03:55:26,62.1444,117.6319,36.66,97,100,8.32,overcast clouds
345,Neiafu,TO,2022-09-24 03:55:26,-18.65,-173.9833,83.08,74,40,13.8,scattered clouds
346,Swan River,CA,2022-09-24 03:55:27,52.1058,-101.2676,51.69,87,68,3.44,broken clouds
347,Mogadishu,SO,2022-09-24 03:55:27,2.0371,45.3438,76.87,78,40,12.66,scattered clouds
348,Egra,CZ,2022-09-24 03:55:28,50.0796,12.3739,48.04,91,100,2.39,overcast clouds
349,Coihaique,CL,2022-09-24 03:55:28,-45.5752,-72.0662,44.55,65,40,3.44,light rain
350,Melo,UY,2022-09-24 03:55:28,-32.3667,-54.1833,44.83,86,24,3.24,few clouds
351,Cortez,US,2022-09-24 03:50:38,37.3489,-108.5859,54.7,76,0,4.61,clear sky
352,Talakan,RU,2022-09-24 03:55:29,50.3167,130.3667,63.32,66,100,11.45,overcast clouds
353,Minab,IR,2022-09-24 03:55:30,27.1467,57.0801,88.12,63,5,0.94,clear sky
354,Annau,TM,2022-09-24 03:55:30,37.8876,58.516,71.1,30,0,4.61,clear sky
355,San Carlos De Bariloche,AR,2022-09-24 03:55:31,-41.1456,-71.3082,38.95,75,0,10.36,clear sky
356,Lasem,ID,2022-09-24 03:55:31,-6.6922,111.4527,89.51,53,11,1.43,few clouds
357,Beitbridge,ZW,2022-09-24 03:55:32,-22.2167,30.0,69.69,55,0,12.84,clear sky
358,Betsiamites,CA,2022-09-24 03:55:32,48.9413,-68.646,51.89,57,100,15.48,overcast clouds
359,Bilibino,RU,2022-09-24 03:55:33,68.0546,166.4372,35.31,61,96,7.99,overcast clouds
360,Kargasok,RU,2022-09-24 03:55:34,59.0556,80.8572,43.66,58,100,4.03,overcast clouds
361,Winton,US,2022-09-24 03:55:34,37.3894,-120.6133,78.98,45,0,5.57,clear sky
362,La Ronge,CA,2022-09-24 03:55:34,55.1001,-105.2842,59.25,51,75,6.91,broken clouds
363,Fukue,JP,2022-09-24 03:55:35,32.6881,128.8419,75.56,60,75,12.66,broken clouds
364,Shitanjing,CN,2022-09-24 03:55:35,39.2342,106.3439,64.35,28,59,1.83,broken clouds
365,Manali,IN,2022-09-24 03:55:36,13.1667,80.2667,91.49,48,46,5.99,scattered clouds
366,Tongling,CN,2022-09-24 03:55:37,30.95,117.7833,66.18,64,100,7.96,overcast clouds
367,Isla Vista,US,2022-09-24 03:56:38,34.4133,-119.861,72.0,68,0,2.84,clear sky
368,Zhezkazgan,KZ,2022-09-24 03:56:38,47.8043,67.7144,66.18,32,0,11.18,clear sky
369,Sabang,ID,2022-09-24 03:56:38,5.8933,95.3214,81.61,71,100,12.97,light rain
370,Trairi,BR,2022-09-24 03:56:37,-3.2778,-39.2689,77.4,82,19,10.51,few clouds
371,Dingle,PH,2022-09-24 03:56:39,10.9995,122.6711,86.59,68,94,3.36,overcast clouds
372,Mansa,IN,2022-09-24 03:56:39,29.9833,75.3833,74.39,90,100,6.29,overcast clouds
373,Inongo,CD,2022-09-24 03:56:40,-1.95,18.2667,67.86,99,100,1.79,moderate rain
374,Ramon Castilla,PE,2022-09-24 03:56:40,-4.2569,-69.9594,77.25,94,40,3.44,scattered clouds
375,Songjianghe,CN,2022-09-24 03:56:41,42.1859,127.479,52.12,72,100,7.02,overcast clouds
376,Pangnirtung,CA,2022-09-24 03:56:42,66.1451,-65.7125,31.3,56,0,5.37,clear sky
377,Ustka,PL,2022-09-24 03:56:42,54.5805,16.8619,47.64,66,100,7.78,overcast clouds
378,Dunedin,NZ,2022-09-24 03:56:07,-45.8742,170.5036,55.8,68,38,13.0,scattered clouds
379,Iqaluit,CA,2022-09-24 03:56:43,63.7506,-68.5145,28.13,86,0,10.36,clear sky
380,Nantucket,US,2022-09-24 03:56:43,41.2835,-70.0995,53.01,64,69,29.55,broken clouds
381,Lichinga,MZ,2022-09-24 03:56:44,-13.3128,35.2406,60.89,88,75,13.0,broken clouds
382,Vestmannaeyjar,IS,2022-09-24 03:56:44,63.4427,-20.2734,51.1,93,100,12.57,overcast clouds
383,Pabna,BD,2022-09-24 03:56:45,24.0,89.25,87.1,64,99,6.49,overcast clouds
384,Vilhena,BR,2022-09-24 03:56:45,-12.7406,-60.1458,69.17,84,72,2.64,broken clouds
385,Lagoa,PT,2022-09-24 03:56:45,39.05,-27.9833,71.31,89,100,39.55,heavy intensity rain
386,Faya,SA,2022-09-24 03:56:46,18.3851,42.4509,63.12,29,21,4.99,few clouds
387,Verkhnyaya Inta,RU,2022-09-24 03:56:46,65.9811,60.3094,36.43,78,100,4.85,overcast clouds
388,Oranjemund,NA,2022-09-24 03:56:47,-28.55,16.4333,52.74,89,91,8.12,overcast clouds
389,Portland,US,2022-09-24 03:56:38,45.5234,-122.6762,66.34,68,9,4.0,clear sky
390,San Juan,AR,2022-09-24 03:56:47,-31.5375,-68.5364,60.31,20,0,2.66,clear sky
391,Sakaiminato,JP,2022-09-24 03:56:48,35.55,133.2333,76.98,57,75,9.22,broken clouds
392,Poyarkovo,RU,2022-09-24 03:56:48,49.6,128.6833,61.52,60,66,13.24,broken clouds
393,Port Hedland,AU,2022-09-24 03:56:49,-20.3167,118.5667,100.45,16,0,14.97,clear sky
394,Severo-Yeniseyskiy,RU,2022-09-24 03:56:49,60.3725,93.0408,31.77,93,99,8.61,light snow
395,Faanui,PF,2022-09-24 03:56:49,-16.4833,-151.75,77.86,75,28,18.79,light rain
396,Hobyo,SO,2022-09-24 03:56:50,5.3505,48.5268,76.89,79,16,16.31,few clouds
397,Togur,RU,2022-09-24 03:56:50,58.3631,82.8265,44.06,59,100,3.47,overcast clouds
398,Chernyshevskiy,RU,2022-09-24 03:56:51,63.0128,112.4714,31.91,85,100,8.32,light snow
399,Roma,US,2022-09-24 03:56:51,43.2128,-75.4557,43.72,91,0,1.99,clear sky
400,Margate,GB,2022-09-24 03:56:51,51.3813,1.3862,56.89,85,100,3.0,overcast clouds
401,Pryozerne,UA,2022-09-24 03:56:52,45.2698,36.3303,56.79,69,100,9.93,overcast clouds
402,Half Moon Bay,US,2022-09-24 03:56:52,37.4636,-122.4286,74.88,78,7,5.91,clear sky
403,Maldonado,UY,2022-09-24 03:52:05,-34.6667,-54.9167,49.23,81,30,4.29,scattered clouds
404,Sept-Iles,CA,2022-09-24 03:56:53,50.2001,-66.3821,50.52,67,100,13.8,overcast clouds
405,Batagay,RU,2022-09-24 03:56:53,67.6333,134.6333,37.35,58,67,6.62,broken clouds
406,Kokopo,PG,2022-09-24 03:56:54,-4.352,152.2633,85.64,60,59,5.55,broken clouds
407,Tazovskiy,RU,2022-09-24 03:56:54,67.4667,78.7,30.6,79,81,13.49,broken clouds
408,Haines Junction,CA,2022-09-24 03:56:55,60.7522,-137.5108,46.35,57,100,8.05,overcast clouds
409,Pisco,PE,2022-09-24 03:56:55,-13.7,-76.2167,59.05,82,0,9.22,clear sky
410,Mchinji,MW,2022-09-24 03:56:56,-13.7984,32.8802,62.74,49,27,5.1,scattered clouds
411,Beni,CD,2022-09-24 03:57:56,0.5,29.4667,60.1,99,96,0.6,light rain
412,Nhulunbuy,AU,2022-09-24 03:55:14,-12.2333,136.7667,90.21,43,52,14.97,broken clouds
413,Ust-Omchug,RU,2022-09-24 03:57:57,61.15,149.6333,36.68,49,6,1.92,clear sky
414,Luancheng,CN,2022-09-24 03:57:57,37.8792,114.6517,71.76,15,98,5.08,overcast clouds
415,Sinnar,SD,2022-09-24 03:57:58,13.5691,33.5672,72.16,86,100,8.48,light rain
416,Waipawa,NZ,2022-09-24 03:57:58,-41.4122,175.5153,50.4,98,100,11.83,moderate rain
417,Ulaanbaatar,MN,2022-09-24 03:57:58,47.9077,106.8832,55.53,44,40,17.9,scattered clouds
418,Kloulklubed,PW,2022-09-24 03:57:59,7.0419,134.2556,85.64,71,99,15.5,overcast clouds
419,Saint-Augustin,CA,2022-09-24 03:57:59,51.226,-58.6502,52.03,90,100,18.12,overcast clouds
420,Bambanglipuro,ID,2022-09-24 03:58:00,-7.95,110.2833,83.25,72,84,11.25,broken clouds
421,Kholodnyy,RU,2022-09-24 03:58:00,62.7167,147.95,32.79,55,14,1.5,few clouds
422,Nileshwar,IN,2022-09-24 03:58:01,12.25,75.1,80.44,74,22,1.12,few clouds
423,Spas-Demensk,RU,2022-09-24 03:58:01,54.4122,34.0226,44.37,96,100,6.93,overcast clouds
424,Axim,GH,2022-09-24 03:58:02,4.8699,-2.2405,74.46,94,76,5.88,broken clouds
425,Birao,CF,2022-09-24 03:58:02,10.2849,22.7882,69.96,98,100,3.65,moderate rain
426,Kaitangata,NZ,2022-09-24 03:58:03,-46.2817,169.8464,56.77,62,45,6.53,scattered clouds
427,Lazurne,UA,2022-09-24 03:58:03,46.084,32.5295,55.4,69,100,11.65,light rain
428,Lake Havasu City,US,2022-09-24 03:55:18,34.4839,-114.3224,92.23,41,0,5.01,clear sky
429,Paralimni,CY,2022-09-24 03:58:04,35.0375,33.9833,69.15,63,3,1.01,clear sky
430,Bria,CF,2022-09-24 03:58:04,6.5423,21.9863,68.16,95,99,2.98,overcast clouds
431,Hengyang,CN,2022-09-24 03:58:05,26.8881,112.615,83.93,32,7,6.46,clear sky
432,Ebeltoft,DK,2022-09-24 03:58:05,56.1944,10.6821,55.42,94,75,0.0,broken clouds
433,Magdalena,PH,2022-09-24 03:58:06,14.1999,121.429,84.34,70,98,2.89,overcast clouds
434,Mareeba,AU,2022-09-24 03:58:06,-17.0,145.4333,93.43,38,7,11.05,clear sky
435,Arrecife,ES,2022-09-24 03:58:07,28.963,-13.5477,73.38,78,0,4.61,clear sky
436,Matamoros,MX,2022-09-24 03:58:07,25.5333,-103.25,77.11,40,0,12.57,clear sky
437,Atar,MR,2022-09-24 03:58:08,20.5169,-13.0499,81.84,58,91,3.96,light rain
438,Ketchikan,US,2022-09-24 03:58:08,55.3422,-131.6461,53.28,92,81,8.32,light rain
439,Eirunepe,BR,2022-09-24 03:58:08,-6.6603,-69.8736,71.33,99,100,1.28,overcast clouds
440,Prince Rupert,CA,2022-09-24 03:55:09,54.3161,-130.3201,53.29,94,100,32.21,moderate rain
441,Norsup,VU,2022-09-24 03:58:09,-16.0667,167.3833,82.8,72,58,9.35,broken clouds
442,Hinesburg,US,2022-09-24 03:58:10,44.3292,-73.1107,50.04,79,7,13.65,clear sky
443,Mwinilunga,ZM,2022-09-24 03:58:10,-11.7358,24.4293,60.84,37,5,4.47,clear sky
444,Mounana,GA,2022-09-24 03:58:11,-1.4085,13.1586,69.64,97,98,2.28,overcast clouds
445,Ilulissat,GL,2022-09-24 03:58:11,69.2167,-51.1,32.52,99,100,3.15,light snow
446,Emirdag,TR,2022-09-24 03:58:12,39.0197,31.15,43.77,78,21,3.18,few clouds
447,San Patricio,US,2022-09-24 03:58:12,28.017,-97.5169,83.86,62,0,9.17,clear sky
448,Moron,AR,2022-09-24 03:58:13,-34.6534,-58.6198,60.55,78,97,5.03,overcast clouds
449,Kangaba,ML,2022-09-24 03:58:13,11.9333,-8.4167,71.19,97,92,2.82,light rain
450,Fenyi,CN,2022-09-24 03:58:14,27.8112,114.6681,84.65,39,54,7.05,broken clouds
451,Redlands,US,2022-09-24 03:53:30,34.0556,-117.1825,82.92,44,4,1.99,clear sky
452,Lamu,KE,2022-09-24 03:58:14,-2.2717,40.902,76.21,84,17,9.53,few clouds
453,Arlit,NE,2022-09-24 03:58:15,18.7369,7.3853,91.6,14,21,8.03,few clouds
454,Saryozek,KZ,2022-09-24 03:58:15,44.3583,77.9753,75.67,28,1,4.07,clear sky
455,Fengrun,CN,2022-09-24 03:58:16,39.8333,118.1167,78.58,14,21,8.59,few clouds
456,Saldanha,ZA,2022-09-24 03:58:16,-33.0117,17.9442,41.05,72,60,3.31,broken clouds
457,Alenquer,BR,2022-09-24 03:58:17,-1.9417,-54.7383,75.85,49,0,3.87,clear sky
458,Collie,AU,2022-09-24 03:59:17,-33.3667,116.15,60.06,38,32,8.37,scattered clouds
